	GB19-0250	GB19-0251	GB19-0252	GB19-0253	GB19-0254	MLW-0517-0-5	MLW-0517-10	MLW-0517-20	MLW-0517-25	MLW-0517-30	MLW-0518-00	MLW-0518-05	MLW-0518-10	MLW-0518-12	MLW-0518-17	MLW-0518-20	MLW-0518-25	MLW-0518-35	MLW-0519-05	MLW-0519-12	MLW-0519-15	MLW-0519-17	MLW-0519-25	MLW-0519-35	MLW-0521-05	MLW-0521-10	MLW-0521-14	MLW-0521-18	MLW-0521-22	MLW-0521-27	MLW-0521-35	MLW-0617-0-5m	MLW-0617-10m	MLW-0617-15m	MLW-0617-20m	MLW-0617-27m	MLW-0917-05-1	MLW-0917-05-2	MLW-0917-05-3	MLW-0917-10-1	MLW-0917-10-2	MLW-0917-10-3	MLW-0917-15-1	MLW-0917-15-2	MLW-0917-15-3	MLW-0917-20-1	MLW-0917-20-2	MLW-0917-20-3	MLW-0917-24-1	MLW-0917-24-2	MLW-0917-24-3	MLW-0917-5-1	MLW-0917-5-2	MLW-0917-5-3	MLW-0919-00	MLW-0919-10	MLW-0919-16	MLW-0919-17	MLW-0919-18	MLW-0919-20	MLW-0919-30	MLW-0920-05	MLW-0920-10	MLW-0920-15	MLW-0920-18	MLW-0920-20	MLW-0920-22	MLW-0920-25	MLW-0920-30	MLW-1018-00	MLW-1018-05	MLW-1018-12	MLW-1018-15	MLW-1018-17	MLW-1018-20	MLW-1018-30	MLW-1018-35	MLW-DNAexBlank-50cyc
ASV_423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	42	60	24	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV_424	6	9	0	13	1	8	10	1	7	11	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	4	0	0	3	0	0	0	0	0	2	3	0	0	0	0	1	0	1	0	0	0	0	0	0	4	10	0	5	2	0	0	0	0	0	7	8	2	0	0	0	0	0	13	16	0	0	0	0	0	0	0
ASV_425	0	0	0	0	18	0	0	0	28	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	16	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_426	5	0	0	0	0	0	0	0	0	0	0	0	0	5	2	6	22	17	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	4	2	1	0	0	1	3	0	2	0	2	0	0	0	0	0	2	3	0	3	3	0	0	16	3	3	0	0	0	4	2	0	0	6	2	4	5	2	0
ASV_427	0	4	0	8	4	25	23	13	16	20	0	0	0	0	0	0	0	0	10	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	1	3	0	1	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_428	20	0	8	0	0	0	0	0	0	0	0	0	0	0	8	10	7	3	0	0	0	0	5	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	3	3	0	0	0	0	0	2	9	9	13	0	0	0	0	8	0	0	5	0	0	0	0	0	0	7	4	0	0
ASV_429	0	0	0	1	0	3	12	29	38	39	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ASV_430	34	10	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	5	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	15	3	0	2	0	0	0	0	0	1	0	0	0	0	0	1	4	6	0
ASV_431	0	4	0	12	45	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	3	4	7	2	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	9	0	0	0	0	0	0	9	7	6	1	0	4	0	0	0
ASV_432	0	0	2	0	0	5	12	26	21	27	0	0	0	0	0	0	0	2	3	3	0	0	0	0	0	3	0	0	0	0	0	0	6	4	0	0	3	2	2	0	0	0	3	0	0	3	0	1	0	0	0	6	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_433	3	2	10	7	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	35	11	0	7	0	0	0	0	0	0	0	0	23	19	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_434	22	14	1	0	0	0	0	0	0	0	0	0	0	3	0	1	8	0	0	0	0	4	4	6	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	5	0	9	0	15	6	0	0	0	3	1	0	0	0	0	0	0	0	5	9	5	4	0
ASV_435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	28	11	0	0	0	0	0	20	45	1	0	0	0	0	0	11	0	11	0	0	0	0	0	0
ASV_436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	25	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	11	16	0	0	0	0	0	0	0	0	0	0	0	0	11	20	16	7	0	0
ASV_437	14	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	11	13	0	0	8	11	6	1	0	7	0	0	0	4	0	4	7	7	0
ASV_438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	8	0	2	25	27	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_439	4	0	0	0	0	0	0	1	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	11	12	16	13	11	9	0	4	4	0	0	2	3	2	0	0	0	0	6	0	0	0	0	4	0	4	4	5	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_440	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_441	4	0	4	0	0	0	0	0	0	3	0	0	0	0	0	5	16	9	0	0	0	6	10	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	4	0	0	4	15	0	0	0	1	8	0	0	4	0
ASV_442	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_443	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	2	5	9	9	7	6	0	4	4	3	3	1	4	6	0	0	0	0	0	0	5	3	10	5	0	9	0	0	1	1	0	3	0	0	0	0	2	0	0	2	0
ASV_444	19	4	14	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	7	0	0	3	1	0	6	0	4	3	0	0	0	0	0	6	0	0	2	4	0	0	4	0	0	0	0	0	1	0	0	12	0	9	6	9	0
ASV_445	12	5	7	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	2	3	6	5	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	10	14	13	8	8	0
ASV_446	16	0	5	0	0	2	0	0	0	0	0	0	0	0	1	2	0	4	0	5	0	2	5	8	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	4	0	0	0	0	3	0	0	1	1	0	0	0	2	1	0	0	7	0	3	4	3	0	4	1	14	0	2	2	0	5	0	0	7	0	0	4	7	0
ASV_447	8	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	1	3	12	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	4	2	9	6	0	0	0	19	1	8	11	11	0	0	0	3	0	4	9	3	0
ASV_448	18	9	11	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	17	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	11	6	5	0	5	6	0	0	0	0	0	0	0	0	8	3	0	0	2	0
ASV_449	8	3	0	0	0	0	0	0	0	4	0	0	0	0	0	4	7	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	4	5	0	2	5	6	3	0	0	4	0	0	0	0	0	2	3	0	5	3	0	2	4	4	0	1	4	2	0	0	0	8	0	6	3	13	0
ASV_450	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	8	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5	0	11	6	1	5	12	14	0	4	0	14	0	0	0	1	0	0	2	0	0
ASV_451	43	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	27	0
ASV_452	0	0	0	6	0	0	0	0	0	0	3	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	19	23	11	10	0	0	7	0	9	0	4	0	2	0	0	0	0	0	4	0	0	0	1	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV_453	44	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	9	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0
ASV_454	0	0	0	0	0	57	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	1	4	1	4	0	0	0	3	0	0	3	5	1	0	2	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_455	20	1	11	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	9	0	0	0	5	9	0	6	0	0	0	0	1	0	9	6	5	7	0
ASV_456	25	3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	9	10	5	0	0	8	8	0	4	3	1	0	0	0	1	0	0	0	2	0
ASV_457	8	6	7	1	0	0	0	3	0	2	0	0	0	0	0	0	0	6	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	2	9	3	2	6	2	4	0	0	0	0	1	0	0	0	0	0	0	0	2	4	11	6	1	10	0	1	1	0	3	0	0	0	0	0	0	0	5	4	0	0	3	0
ASV_458	0	0	0	4	0	21	20	9	6	8	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	7	0	4	2	5	5	0	3	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	2	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
ASV_459	0	0	0	0	0	3	4	26	23	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0	1	0	2	2	0	2	0	2	0	4	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_460	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	9	13	1	0	0	0	0	0	0	0	0	0	0	0	15	20	19	0	3	0	0	0	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_461	0	0	0	9	7	20	0	0	0	0	0	0	5	0	0	0	0	0	6	6	0	0	0	0	0	0	9	2	0	0	0	10	0	0	0	0	1	7	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	7	9	5	0	0	0	0	0	0	0	0	3	1	0	0	0
ASV_462	0	0	0	0	0	0	0	0	103	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_464	1	4	3	0	0	11	4	13	15	18	0	0	0	0	0	4	0	2	0	2	0	5	0	0	0	0	0	0	0	2	2	0	0	0	0	2	3	0	0	0	0	0	0	4	0	0	0	5	0	5	4	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_465	0	0	3	5	3	7	3	3	0	2	0	0	13	5	2	0	0	2	8	5	2	6	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	4	2	0	1	0	0	0	0	2	3	6	6	0	3	2	0	3	0	0	0	0	3	0	0	0	0	0	0	2	3	0	0	0	0	0	0
ASV_466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_467	27	1	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	16	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	7	5	5	0	0	0	3	1	0	1	0	1	0	0	0	2	7	2	5	7	0
ASV_468	21	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	10	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	6	11	7	0	0	6	4	0	0	0	0	0	0	0	1	0	0	0	6	0
ASV_469	5	6	4	0	0	0	0	2	0	0	0	0	0	0	5	0	0	5	0	2	0	3	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	5	27	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	9	6	0
ASV_470	0	0	0	0	0	2	0	0	0	0	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	10	8	0	0	0	0	0	0	0	0	0	0	0	0	22	24	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_471	37	7	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	5	0	0	0	2	7	7	0	0	0	0	0	0	1	0	0	2	0	0	0
ASV_472	28	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	5	0	0	0	3	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	10	0	0	8	17	0
ASV_473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	27	30	0	0	0	0	0	11	21	17	0	0	4	0	0	0
ASV_474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	7	0	3	0	0	12	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	8	0	4	0	12	0	0	5	12	1	4	0	0	0	0	0	2	6	0	3	9	0
ASV_475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_476	2	3	5	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12	20	6	2	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	7	10	10	5	0	0	0	0	0	0	0	0	0	0
ASV_477	0	0	0	2	0	27	39	24	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	2	0	12	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	16	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	17	16	0
ASV_479	0	4	0	0	3	0	0	0	0	3	2	2	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5	4	1	13	13	15	17	0	0	0	0	5	0	0	1	0	0	0	0	0
ASV_480	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_481	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	12	0	0	0	0	0	0	0	0	0	0	0	0	17	23	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_482	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_483	24	0	9	0	0	0	0	1	0	1	0	0	0	0	0	8	5	0	0	0	0	3	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	3	0	0	0	0	0	0	7	3	0	4	6	0
ASV_484	10	6	3	1	0	0	0	0	0	0	0	0	0	0	4	3	0	2	0	0	3	6	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	8	0	0	1	3	1	0	0	0	1	0	2	0	9	7	0	5	7	0
ASV_485	1	0	0	0	0	0	0	6	0	10	0	0	0	0	1	0	0	0	1	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	2	0	17	15	6	6	7	0	2	3	0	0	0	0	6	5	0
ASV_486	5	2	3	0	0	0	0	0	0	2	0	0	0	0	0	5	0	5	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7	0	0	10	11	10	0	0	27	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	5	1	0	0
ASV_487	0	3	0	2	0	2	3	24	16	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	4	0	5	5	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_488	0	22	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	18	11	23	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_489	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_490	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	15	12	19	17	11	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ASV_491	0	0	0	0	0	11	27	11	19	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	2	2	5	0	2	4	0	0	3	0	2	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_492	21	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	7	2	0	0	0	1	2	0	0	0	0	0	0	9	7	11	8	14	0
ASV_493	0	0	0	0	0	7	17	10	22	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	2	1	0	14	3	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_494	0	0	0	0	0	5	18	10	25	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	4	2	11	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0
ASV_495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_496	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	4	2	7	3	2	1	15	36	4	5	0	0	0	0	0	0	0	0	0	2	0
ASV_497	0	0	0	3	0	0	14	0	14	0	0	0	0	0	0	0	0	0	1	0	0	8	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	9	0	0	0	9	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_498	8	3	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	3	0	6	4	7	0	0	0	0	0	8	4	4	11	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	4	7	0
ASV_499	2	6	0	0	0	3	10	12	21	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	5	0	1	2	0	4	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0
ASV_500	17	0	0	0	0	0	3	3	3	4	0	0	0	0	0	0	0	0	3	1	2	0	0	12	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	4	6	10	2	0	0	0	0	0	0	0	0	0	0	4	0	8	3	0	0	0
ASV_501	0	6	5	18	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11	3	2	0	0	0	0	0	0	3	4	1	0	0	0	0	0	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	8	3	2	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	4	8	2	0	0	0	0	0	0
ASV_502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_503	4	0	0	1	0	0	6	5	0	7	2	0	0	0	0	0	0	0	4	0	1	0	6	0	0	0	2	2	0	0	0	0	2	5	1	7	3	2	2	2	1	1	3	2	5	3	1	2	7	0	5	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
